发帖时间,发帖人,primary_topic,topic_score,互动数,评论数,分享数,完整图片数,帖子链接,外部链接,摘录,topic_scores,matched_keywords
2025-12-11 15:16:08,Megan Nicole,tile_theme_pattern,4,927,167,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25824265000525002/,,"Got to break in my new table last night! Hubby surprised me with it Monday! Even told me go ahead order your tiles from Bespoke for it….he must really want something…. Which I’m ok with honestly 🤣 Edit: The chairs are from amazon, the table was a gift from my hubby so I’m not positive. The racks I g ... tonight! Next up mat hanger, rug, artwork and re-doing the table top because green clearly won’t do!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""green""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks""], ""buying_matching"": [""amazon""]}"
2026-07-01 15:44:51,Jodi Miller,tile_theme_pattern,6,917,835,1,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27950764954541652/,https://sweetjojomahjong.com/products/sweet-jojo-mahjong-x-mah-jongg-thats-it-community-designed-tile-set,# **EDIT: **We have read the first few hundred comments and have decided to make some edits based on everyone's feedback! Please see new image attached (: Don't forget to give Bird Bam / Bam Suggestions for next weeks vote! Thanks everyone for participating in last week’s discussion! Johni Levene an ... //sweetjojomahjong.com/products/sweet-jojo-mahjong-x-mah-jongg-thats-it-community-designed-tile-set),"{""tile_design_readability"": 2, ""tile_theme_pattern"": 3, ""buying_matching"": 1}","{""tile_design_readability"": [""traditional"", ""artistic""], ""tile_theme_pattern"": [""flowers"", ""bird"", ""designing""], ""buying_matching"": [""link""]}"
2026-06-14 15:00:06,Johni Levene,tile_design_readability,16,907,691,1,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27739373479014135/,https://soaptilestudio.com/?sca_ref=11316879.Fd6UOzQRgP6udEgK,"**More month long celebration giveaway fun!!! ** OK, I admit it, I love mahjong tiles, but dang it's sooooo hard to find great sets for under $200 that you don't have to compromise anything on. We had such a need for a set that was balanced and playable for any skill level that fits in any budget. N ... com?sca_ref=11316879.Fd6UOzQRgP6udEgK](https://soaptilestudio.com?sca_ref=11316879.Fd6UOzQRgP6udEgK)","{""tile_design_readability"": 9, ""tile_theme_pattern"": 4, ""buying_matching"": 1, ""quality_risk"": 2}","{""tile_design_readability"": [""readable"", ""easy to read"", ""clear"", ""jokers"", ""dragon"", ""dragons"", ""suit""], ""tile_theme_pattern"": [""green"", ""red"", ""flowers"", ""design""], ""buying_matching"": [""link""], ""quality_risk"": [""quality"", ""price""]}"
2026-03-21 13:00:21,Gretchen Vance,tile_design_readability,4,900,206,23,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26731846333100193/,,The race for the latest tiles: have we lost our way? There’s nothing inherently wrong with beautiful mahjong sets but the current wave of scarcity marketing and high-dollar preorders has started to bend the spirit of the game in a direction that feels…off. Locking up $400–$800 of a customer’s money ... aying Mahj” by Hollis Gallagher of Soirée All Day🖌️ (she has an amazing Etsy store “Soirée all Day”),"{""tile_design_readability"": 1, ""tile_theme_pattern"": 1, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""symbol""], ""tile_theme_pattern"": [""design""], ""buying_matching"": [""etsy""], ""quality_risk"": [""worth""]}"
2026-04-27 21:27:27,Kimberly Davis,quality_risk,7,899,474,4,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27144186585199497/,,"***HORRIFIC*** experience with Oh My Mahjong. Bad tiles - even worse customer service. **Tiles: **Some friends and I gifted our girlfriend a set of mahjong tiles from Oh My Mahjong that she had been eyeing for months. Upon opening them, she noticed the quality was quite poor and not at all what she ... type of customer service that will keep me going back to that company and recommending it to others.","{""accessory_storage"": 2, ""quality_risk"": 5}","{""accessory_storage"": [""racks"", ""pushers""], ""quality_risk"": [""quality"", ""expensive"", ""customer service""]}"
2026-03-09 21:55:46,Beth Cohen Seiden,tile_theme_pattern,4,895,452,5,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26613127694972058/,,"This buying mahjong tile frenzy has got to stop, on my part!! When is enough is enough?? How many sets could I possibly play with? I bought 4 sets just this week. Each time I say, oh I don’t have that color, or oh that’s such a pretty design, just one more!! There will always be new adorable designs ... tching mats! Help. Is there a “Mahjong tile overindulgence anonymous meeting that you can recommend?","{""tile_theme_pattern"": 2, ""mat_table_surface"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""colors"", ""design""], ""mat_table_surface"": [""mats""], ""buying_matching"": [""matching""]}"
2026-05-07 19:10:18,Priscilla Ruffin,tile_theme_pattern,4,891,594,1,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27258736653744489/,,"May I ask, how do you - or do you- get past someone you've been playing ""implying"" that you cheated?? I am so upset by this am seriously considering walking away from the group I started 6 year ago. During play yesterday, I mistakenly discarded a green dragon calling it a flower, I did not see my mi ... it all - she didn't say she was wrong or sorry -- but Rome wasn't built in a day! Love you all!! PR","{""tile_design_readability"": 1, ""tile_theme_pattern"": 3}","{""tile_design_readability"": [""dragon""], ""tile_theme_pattern"": [""green"", ""red"", ""flower""]}"
2026-03-20 22:12:35,Neil Neil Orange Peel,accessory_storage,3,884,80,49,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26725050553779771/,,It’s here! The 2026 NMJL Card has arrived (for some of us) and I had the chance to play with a few of my friends today with it and I like it much more than I thought I would. I have already gravitated towards a few hands on the card - what hands/lines standout to you!?,"{""accessory_storage"": 3}","{""accessory_storage"": [""nmjl card""]}"
2026-01-01 22:30:54,Heather Watson Lee,tile_design_readability,7,864,321,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25997361943215306/,,"There have been several posts lately about the high cost of “boutique” tiles, Alibaba, etc. I want to chime in as an avid player, tile collector and someone who is currently in production and will soon be selling tile sets. You might be surprised to learn that after design, production, packaging and ... olen art. “Knock off” designs are stolen. Period. Thanks for reading, considering and happy Mahjing!","{""tile_design_readability"": 3, ""tile_theme_pattern"": 2, ""quality_risk"": 2}","{""tile_design_readability"": [""tile design""], ""tile_theme_pattern"": [""designing"", ""design""], ""quality_risk"": [""expensive"", ""stolen""]}"
2025-12-17 10:07:18,Jackie Stein,accessory_storage,8,858,394,0,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25874034272214741/,,"I guess I'm old fashioned. I bought my Mah Jongg set on Amazon and the whole thing --- tiles, racks, dice, extra tiles and bag was less than $150. And we have felt squares for the table (since we play in restaurants and they sometimes have uneven or sticky table tops!) I can't imagine spending $250 ... d to differentiate among suits, flowers and jokers. I don't get it, but if you can afford it, ENJOY!","{""tile_design_readability"": 2, ""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 3, ""buying_matching"": 1}","{""tile_design_readability"": [""jokers"", ""suits""], ""tile_theme_pattern"": [""flowers""], ""mat_table_surface"": [""mat""], ""accessory_storage"": [""racks"", ""case"", ""dice""], ""buying_matching"": [""amazon""]}"
2026-05-18 16:02:32,Umber Kamal,quality_risk,3,853,220,6,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27398014743150012/,,"Tournament Play: Just want to let everyone know— bc it seems after reading all the comments (OP posting anon about tournament play experience), people are genuinely confused about the difference between a tournament vs regular play. 1. You have to pay to participate in a tournament — it’s not cheap ... an, terrible to play with, or difficult. Both types of mahjongers can and should exist peacefully. 🤣","{""accessory_storage"": 1, ""quality_risk"": 2}","{""accessory_storage"": [""travel""], ""quality_risk"": [""cheap"", ""expensive""]}"
2026-05-26 11:18:08,Laura Rusnak,tile_theme_pattern,8,852,210,5,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27487958174155668/,,"Just got these tiles from Amazon. The colors are vibrant and they are just beautiful. The photos do not do them justice. I love all the tiles.. but the dragons and jokers are my favorite…. There are some gorgeous sets out there, but if you’re like me… The price point was just out of my reach ….I hav ... e Marjhong player like myself, I personally would definitely recommend them!!! Happy Majhonging!!!!!","{""tile_design_readability"": 2, ""tile_theme_pattern"": 4, ""buying_matching"": 1, ""quality_risk"": 1}","{""tile_design_readability"": [""jokers"", ""dragons""], ""tile_theme_pattern"": [""colors"", ""green"", ""teal"", ""blue""], ""buying_matching"": [""amazon""], ""quality_risk"": [""price""]}"
2025-11-19 22:05:01,Johni Levene,tile_design_readability,4,847,402,50,1,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25636068519344652/,https://missmahjong.com/,"**MJTI BLACK FRIDAY - CYPER MONDAY** Here is the promised post with all the great exclusives we have set up!! Buckle up, this will be fun. It's a long post and I will be updating it as we add more as the week progresses. I will pin it in the ""FEATURED"" tab at the top of the group so it will be easy ... https://themahjonghouse.com?sca_ref=10089017.SsApqktWcD8)](https://themahjonghouse.com...[truncated]","{""tile_design_readability"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_design_readability"": [""joker""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""racks""], ""buying_matching"": [""coordinate""]}"
2026-06-13 17:14:56,Katie Taliaferro Brown,tile_theme_pattern,4,846,212,13,2,https://www.facebook.com/groups/MahJonggThatsIt/permalink/27733853809566102/,,Made this floating tile set on my 3D printer - file was free on Makerworld and a full suit took ~20 hours (approx. 80 hours total). Planning to print them in blue next. Screenshot of the design page from MW in comments so you can find it yourself! ETA: material cost ~$20. The entire set uses less th ... so total actual cost was less than $20 (although I used multiple colors and each spool was $12-$20).,"{""tile_design_readability"": 1, ""tile_theme_pattern"": 3}","{""tile_design_readability"": [""suit""], ""tile_theme_pattern"": [""colors"", ""blue"", ""design""]}"
2026-03-27 00:04:45,Ann Cohen Greenberger,tile_theme_pattern,3,815,106,25,3,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26790989497185876/,,"I’m in BIG trouble. I drove out to Chatham,MA to visit Main St Mahj@NG. What a treat. Jill, the owner, is just lovely, and the store is just beautiful. She visited the shop I work at, several days ago, and told me about her shop. She was asking if we sold mah jongg themed needlepoint canvases. Anywa ... ere!! This is not meant to be an advertisement, just sharing a good find, and a pleasant experience!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 1, ""accessory_storage"": 1}","{""tile_theme_pattern"": [""themed""], ""mat_table_surface"": [""mats""], ""accessory_storage"": [""accessories""]}"
2026-04-09 01:09:05,Dorothy Walton Branch,mat_table_surface,8,815,80,6,5,https://www.facebook.com/groups/MahJonggThatsIt/permalink/26934685802816244/,,"So excited about my Masters & Mahjong setup! I used The Southern Sparrow's Country Club tiles and Fete & Vignette's Dottie in Green Full Length Fitted Card Tablecloth with plenty of other touches of green and white to bring a taste of Augusta National to Birmingham. The mat, racks, and range bucket were all Amazon finds!","{""tile_theme_pattern"": 1, ""mat_table_surface"": 5, ""accessory_storage"": 1, ""buying_matching"": 1}","{""tile_theme_pattern"": [""green""], ""mat_table_surface"": [""mat"", ""tablecloth"", ""card table""], ""accessory_storage"": [""racks""], ""buying_matching"": [""amazon""]}"
2025-11-04 00:00:01,Johni Levene,accessory_storage,31,814,650,3,0,https://www.facebook.com/groups/MahJonggThatsIt/permalink/25459110347040471/,https://mahjqueen.com/products/build-your-ultimate-mahj-queen%E2%84%A2-bundle?sca_ref=9849493.x0Ei0aV1QDvs,"How about some fun, let's have a GIVEAWAY! Last week we had a question about the best sets to teach on. While I do agree teaching on a standard style where the suits are not overly ""artistic"" are best for new players, I want to reiterate that there are excellent options that are way more fun than pl ... lity theme, have open centers. Have fun, I can't wait to see which of her sets tickles your fancy :)","{""tile_design_readability"": 7, ""tile_theme_pattern"": 4, ""mat_table_surface"": 2, ""accessory_storage"": 9, ""buying_matching"": 7, ""quality_risk"": 2}","{""tile_design_readability"": [""readability"", ""easy to read"", ""traditional"", ""artistic"", ""suits""], ""tile_theme_pattern"": [""theme"", ""purple"", ""custom"", ""design""], ""mat_table_surface"": [""mat"", ""mats""], ""accessory_storage"": [""rack"", ""racks"", ""pushers"", ""tile bag"", ""storage"", ""tote"", ""dice""], ""buying_matching"": [""match"", ""matching"", ""go with"", ""coordinate"", ""link""], ""quality_risk"": [""quality"", ""worth""]}"
